Sint Eustatius	Sint Eustatius, Statian	https://en.wikipedia.org/wiki/Sint_Eustatius
Sint Maarten	Sint Maarten	https://en.wikipedia.org/wiki/Sint_Maarten
Slovakia	Slovak	https://en.wikipedia.org/wiki/Slovakia
Slovenia	Slovenian, Slovene	https://en.wikipedia.org/wiki/Slovenia
Solomon Islands	Solomon Island	https://en.wikipedia.org/wiki/Solomon_Islands
Somalia	Somali	https://en.wikipedia.org/wiki/Somalia
Somaliland	Somalilander	https://en.wikipedia.org/wiki/Somaliland
South Africa	South African	https://en.wikipedia.org/wiki/South_Africa
South Georgia and the South Sandwich Islands	South Georgia or South Sandwich Islands	https://en.wikipedia.org/wiki/South_Georgia_and_the_South_Sandwich_Islands
South Ossetia (Region of Georgia)	South Ossetian	https://en.wikipedia.org/wiki/South_Ossetia_%28Region_of_Georgia%29
South Sudan	South Sudanese	https://en.wikipedia.org/wiki/South_Sudan
Spain	Spanish	https://en.wikipedia.org/wiki/Spain
Sri Lanka	Sri Lankan	https://en.wikipedia.org/wiki/Sri_Lanka
Sudan	Sudanese	https://en.wikipedia.org/wiki/Sudan
Surinam	Surinamese	https://en.wikipedia.org/wiki/Surinam
Svalbard	Svalbard	https://en.wikipedia.org/wiki/Svalbard
Swaziland	Swazi	https://en.wikipedia.org/wiki/Swaziland
Sweden	Swedish	https://en.wikipedia.org/wiki/Sweden
Switzerland	Swiss	https://en.wikipedia.org/wiki/Switzerland
Syria	Syrian	https://en.wikipedia.org/wiki/Syria
Tajikistan	Tajikistani	https://en.wikipedia.org/wiki/Tajikistan
Tanzania	Tanzanian	https://en.wikipedia.org/wiki/Tanzania
Thailand	Thai	https://en.wikipedia.org/wiki/Thailand
Timor-Leste	Timorese	https://en.wikipedia.org/wiki/East_Timor
Togo	Togolese	https://en.wikipedia.org/wiki/Togo
Tokelau	Tokelauan	https://en.wikipedia.org/wiki/Tokelau
Tonga	Tongan	https://en.wikipedia.org/wiki/Tonga
Trinidad and Tobago	Trinidadian or Tobagonian	https://en.wikipedia.org/wiki/Trinidad_and_Tobago
Tunisia	Tunisian	https://en.wikipedia.org/wiki/Tunisia
Turkey	Turkish	https://en.wikipedia.org/wiki/Turkey
Turkmenistan	Turkmen	https://en.wikipedia.org/wiki/Turkmenistan
Turks and Caicos Islands	Turks and Caicos Island	https://en.wikipedia.org/wiki/Turks_and_Caicos_Islands
Tuvalu	Tuvaluan	https://en.wikipedia.org/wiki/Tuvalu
Uganda	Ugandan	https://en.wikipedia.org/wiki/Uganda
Ukraine	Ukrainian	https://en.wikipedia.org/wiki/Ukraine
United Arab Emirates	Emirati, Emirian, Emiri	https://en.wikipedia.org/wiki/United_Arab_Emirates
United Kingdom of Great Britain and Northern Ireland	British, UK	https://en.wikipedia.org/wiki/United_Kingdom_of_Great_Britain_and_Northern_Ireland
United States of America	Americans	https://en.wikipedia.org/wiki/United_States_of_America
Uruguay	Uruguayan	https://en.wikipedia.org/wiki/Uruguay
Uzbekistan	Uzbekistani, Uzbek	https://en.wikipedia.org/wiki/Uzbekistan
Vanuatu	Ni-Vanuatu, Vanuatuan	https://en.wikipedia.org/wiki/Vanuatu
Vatican City State	Vatican	https://en.wikipedia.org/wiki/Vatican_City
Venezuela	Venezuelan	https://en.wikipedia.org/wiki/Venezuela
Vietnam	Vietnamese	https://en.wikipedia.org/wiki/Vietnam
Virgin Islands, British	British Virgin Island	https://en.wikipedia.org/wiki/British_Virgin_Islands
Virgin Islands, United States	U.S. Virgin Island	https://en.wikipedia.org/wiki/United_States_Virgin_Islands
Wallis and Futuna	Wallis and Futuna, Wallisian or Futunan	https://en.wikipedia.org/wiki/Wallis_and_Futuna
Western Sahara	Sahrawi, Sahrawian, Sahraouian	https://en.wikipedia.org/wiki/Western_Sahara
Yemen	Yemeni	https://en.wikipedia.org/wiki/Yemen
Zambia	Zambian	https://en.wikipedia.org/wiki/Zambia
Zimbabwe	Zimbabwean	https://en.wikipedia.org/wiki/Zimbabwe
