label	text	annotated	source	modifier	target
0	A closer ancestor might be the Haydn of The Seven Last Words of Christ also a series of unrelieved slow movements Haydns seven to Shostakovichs six		[]	[]	[]
0	A collector can buy a Carl Andre or a Robert Gober for under 10000		[]	[]	[]
1	A comedian on the verge of becoming the Vaughn Meader of our time got a reprieve when the Bush son who most resembles Dad George W won	|A comedian| on the verge of becoming the *Vaughn Meader* of /our time/ got a reprieve when the Bush son who most resembles Dad George W won	['Vaughn Meader']	['our time']	['A comedian']
1	A conservative he is widely called the Ross Perot of Los Angeles for his wealth and businesslike solutions to urban problems	A conservative |he| is widely called the *Ross Perot* of /Los Angeles/ for his wealth and businesslike solutions to urban problems	['Ross Perot']	['Los Angeles']	['he']
0	A coowner of the amusement park Jerry Albert said Mr Ellis who had worked on maintenance and operations of the Cyclone for about six weeks fell about 30 feet		[]	[]	[]
1	A decade ago Ms Trevi nicknamed the Madonna of Mexico was one of Latin Americas biggest pop stars selling millions of records and racy posters and calendars and talking of running for president	A decade ago |Ms Trevi| nicknamed the *Madonna* of /Mexico/ was one of Latin Americas biggest pop stars selling millions of records and racy posters and calendars and talking of running for president	['Madonna']	['Mexico']	['Ms Trevi']
0	A dedicated advocate of his alma mater Mr Heller served as an Overseer of Harvard College President of the Harvard Club of New York Vice President of the Associated Harvard Alumni and as a member of various visiting committees of the College		[]	[]	[]
0	A federal appeals court on Thursday ordered the government to sell or return writings and other personal items that belong to Theodore J Kaczynski known as the Unabomber for his bombing spree that spanned nearly 20 years killed three people and injured 23 others		[]	[]	[]
0	A few days before the performance I saw Peter Hilton the Achilles for this American tour had an emergency appendectomy and Mr Cochrane playing King Lear in the other play in this repertory stepped in as the Greek warrior as naturally as if he were in fact Homers hero and not acting at all		[]	[]	[]
1	A few hours later at the Kitchen Heiner Goebbels the John Zorn of West Germany is presenting his play The Man in the Elevator featuring among others the downtown musician Arto Lindsay and the wellrespected East German author Heiner Muller	A few hours later at the Kitchen |Heiner Goebbels| the *John Zorn* of /West Germany/ is presenting his play The Man in the Elevator featuring among others the downtown musician Arto Lindsay and the wellrespected East German author Heiner Muller	['John Zorn']	['West Germany']	['Heiner Goebbels']
1	A few weeks after Sept 11 this column remarked that New York was being turned into the Sally Field of cities dazed by the concern shown by others much the way that the actress gushed You like me	A few weeks after Sept 11 this column remarked that |New York| was being turned into the *Sally Field* of /cities/ dazed by the concern shown by others much the way that the actress gushed You like me	['Sally Field']	['cities']	['New York']
0	A financing workshop on buying and renovating homes in the neighborhood will  be held from 10 to 1130 AM at the Martin Hall of St Phillips PE		[]	[]	[]
0	A financing workshop on buying and renovating homes in the neighborhood will be held from 10 to 1130 AM at the Martin Hall of St Phillips PE		[]	[]	[]
0	A flatpanel video screen larger than a few inches has been the Golden Fleece for television manufacturers for years		[]	[]	[]
1	A former Navy official was quoted by The Baltimore Sun as saying the Starks captain would have been seen as the Bernhard Goetz of the Persian Gulf	A former Navy official was quoted by The Baltimore Sun as saying the |Starks captain| would have been seen as the *Bernhard Goetz* of /the Persian Gulf/	['Bernhard Goetz']	['the Persian Gulf']	['Starks captain']
1	A former Peace Corps volunteer and the child of leftist Russian Jews he now works for an American company that sells the Albert Speer of baby formulas to thirdworld countries and is so notorious it once costarred on 60 Minutes with Union Carbide and the Dalkon Shield	A former Peace Corps volunteer and the child of leftist Russian Jews he now works for an American company that sells the *Albert Speer* of /baby formulas/ to thirdworld countries and is so notorious it once costarred on 60 Minutes with Union Carbide and the Dalkon Shield	['Albert Speer']	['baby formulas']	[]
1	A former securities lawyer with a perpetually bemused look he is the Peter Lynch of litigation a bottomup kickthetires tastethepudding kind of guy who aims to determine how investors might profit from pending litigation	A former securities lawyer with a perpetually bemused look |he| is the *Peter Lynch* of /litigation/ a bottomup kickthetires tastethepudding kind of guy who aims to determine how investors might profit from pending litigation	['Peter Lynch']	['litigation']	['he']
0	A frequent presence in soap operas and television series of the 1970s and 1980s Mr Hughes won an Emmy for his portrayal of a senile judge on an episode of Lou Grant		[]	[]	[]
1	A friend from Brewster who prefers to remain anonymous calls her husband the Johnny Appleseed of guitars	A friend from Brewster who prefers to remain anonymous calls |her husband| the *Johnny Appleseed* of /guitars/	['Johnny Appleseed']	['guitars']	['her husband']
1	A friend of hers called her the Brooke Astor of the Park Avenue Chinese	A friend of hers called |her| the *Brooke Astor* of /the Park Avenue Chinese/	['Brooke Astor']	['the Park Avenue Chinese']	['her']
1	A friend of his he tells us gave him a chronicle of the famous 14thcentury North African traveler Ibn Battuta the Marco Polo of Islam he has been called who left his Moroccan birthplace at the age of 21 on travels that took him over the course of 30 years eastward to India and China northward to Central Asia and deep into Africa	A friend of his he tells us gave him a chronicle of the famous 14thcentury North African traveler Ibn Battuta the *Marco Polo* of /Islam/ |he| has been called who left his Moroccan birthplace at the age of 21 on travels that took him over the course of 30 years eastward to India and China northward to Central Asia and deep into Africa	['Marco Polo']	['Islam']	['he']
1	A frontrunner for Ms Vieiras 60 Minutes job is Lesley Stahl the Margaret Thatcher of television news	A frontrunner for Ms Vieiras 60 Minutes job is |Lesley Stahl| the *Margaret Thatcher* of /television news/	['Margaret Thatcher']	['television news']	['Lesley Stahl']
1	A graduate of Ithaca College Mr Spidal is the Tiger Woods of the B Division	A graduate of Ithaca College |Mr Spidal| is the *Tiger Woods* of /the B Division/	['Tiger Woods']	['the B Division']	['Mr Spidal']
0	A graduate of Milton Academy 1955 and Bowdoin College 1959 Mr Perkin was a stockbroker with AG Edwards  Co At one time he was an Overseer of Bowdoin College a Vice President of The Bridgeport Symphony a Director of Bridgeport Hospital and a Governor of the Country Club of Fairfield		[]	[]	[]
0	A great many of our classic tales of travel and adventure as bookstores customarily combine them are ventures into the interior explorations of the landscape of the self even while they are advertised as treks across Antarctica or Arabia assaults on snowy unreachable peaks cockroachy crawls into the cracks of the earth voyages alone around the world or those hunts that test the Hemingway of the heart  to mention some of our more popular ordeals		[]	[]	[]
1	A historian and journalist by training he has nonetheless striven for years to bear witness to Montana history in fiction and to become if not the Homer at least the Virgil of generations of Scots who migrated to northwestern Montana before and after it became a state in 1889	A historian and journalist by training |he| has nonetheless striven for years to bear witness to Montana history in fiction and to become if not the Homer at least the *Virgil* of /generations of Scots who migrated to northwestern Montana before and after it became a state in 1889/	['Virgil']	['generations of Scots who migrated to northwestern Montana before and after it became a state in 1889']	['he']
0	A holiday weekend of major races at Belmont Park begins tomorrow with the Acorn Stakes for 3yearold fillies continues Sunday with the Peter Pan for 3yearold males and concludes Monday with the Metropolitan Handicap featuring Easy Goer and Housebuster		[]	[]	[]
0	A language barrier also separates them from much of the films main action although the Steven Spielberg of ET		[]	[]	[]
1	A letter to Ruth Sirkis  the Julia Child of Israel according to Ms Levy  led to a twoyear stint as her assistant	A letter to |Ruth Sirkis|  the *Julia Child* of /Israel/ according to Ms Levy  led to a twoyear stint as her assistant	['Julia Child']	['Israel']	['Ruth Sirkis']
1	A likable seducer he enjoyed a reputation as the Bill Clinton of Sudan	A likable seducer |he| enjoyed a reputation as the *Bill Clinton* of /Sudan/	['Bill Clinton']	['Sudan']	['he']
1	A man who inspires admiration and sometimes jealousy among his colleagues Made Bandem is in a sense the Joseph Papp of Bali	A man who inspires admiration and sometimes jealousy among his colleagues |Made Bandem| is in a sense the *Joseph Papp* of /Bali/	['Joseph Papp']	['Bali']	['Made Bandem']
1	A man whose daffodils and tulips compete in the Philadelphia show is the Arnold Palmer of spring gardening and the Botticelli of Bulbs	|A man| whose daffodils and tulips compete in the Philadelphia show is the *Arnold Palmer* of /spring gardening/ and the *Botticelli* of /Bulbs/	['Arnold Palmer', 'Botticelli']	['spring gardening', 'Bulbs']	['A man']
0	A member of the Jack Kemp for President staff was flattered but suspicious when a caller identifying herself as a student asked for statements from the Republican contender on the Strategic Defense Initiative		[]	[]	[]
1	A member of the audience held up a large photo of what he considered the Mona Lisa of manhole covers	A member of the audience held up |a large photo| of what he considered the *Mona Lisa* of /manhole covers/	['Mona Lisa']	['manhole covers']	['a large photo']
1	A mighty wind though is just the beginning of basic grossout and Santiago Segura is the Hieronymus Bosch of gross	A mighty wind though is just the beginning of basic grossout and |Santiago Segura| is the *Hieronymus Bosch* of /gross/	['Hieronymus Bosch']	['gross']	['Santiago Segura']
1	A mischievous grin wreathed the invented word and Father Dulles  at 6 feet 2 an Ichabod Crane of a beanpole  allowed that being a cardinal and a Jesuit might be a delicate balancing act	A mischievous grin wreathed the invented word and |Father Dulles|  at 6 feet 2 an *Ichabod Crane* of /a beanpole/  allowed that being a cardinal and a Jesuit might be a delicate balancing act	['Ichabod Crane']	['a beanpole']	['Father Dulles']
1	A model for this blending of formalism and freedom is the work of George Balanchine whom Mr Wilson calls the Mozart of the 20th century	A model for this blending of formalism and freedom is the work of |George Balanchine| whom Mr Wilson calls the *Mozart* of /the 20th century/	['Mozart']	['the 20th century']	['George Balanchine']
0	A most valuable novelist is allowed to have an off season but he cant make a Hobbit of it		[]	[]	[]
0	A museum curator might be drawn and quartered for suggesting the application to a Jackson Pollock of a few more squiggly lines		[]	[]	[]
1	A nasty drug habit pulled him from view though and he became the Robert Downey Jr of rock	A nasty drug habit pulled him from view though and |he| became the *Robert Downey Jr* of /rock/	['Robert Downey Jr']	['rock']	['he']
1	A newspaper published two days before the loya jirga began on June 11 quoted Dr Samar as saying she did not believe in Islamic Shariat law  a misquote she says  and called her the Salman Rushdie of Afghanistan intimating she deserved the same death threat that the British author earned for alleged blasphemy in his work	A newspaper published two days before the loya jirga began on June 11 quoted Dr Samar as saying she did not believe in Islamic Shariat law  a misquote she says  and called |her| the *Salman Rushdie* of /Afghanistan/ intimating she deserved the same death threat that the British author earned for alleged blasphemy in his work	['Salman Rushdie']	['Afghanistan']	['her']
0	A number of executives from other networks questioned the Emmy for The West Wing wondering if the Emmy voters wanted to make one last statement of support for Aaron Sorkin the creative force behind the show and who has now left it		[]	[]	[]
1	A number of possible jurors objected to the raunchy lyrics and scant clothing of Ms Jones who is described as the Mae West of rap music on her main fan Web site	A number of possible jurors objected to the raunchy lyrics and scant clothing of |Ms Jones| who is described as the *Mae West* of /rap music/ on her main fan Web site	['Mae West']	['rap music']	['Ms Jones']
1	A painter he was the Emily Dickinson of the art world	A painter |he| was the *Emily Dickinson* of /the art world/	['Emily Dickinson']	['the art world']	['he']
0	A parade will begin at 2 pm and circle the Common for about an hour		[]	[]	[]
0	A part of the building is occupied by a museum with Flemish tapestries after Raphael Renaissance ceramics and paintings by Lorenzo Lotto the Venetian painter and votary of the Madonna of Loreto who died here in 1556		[]	[]	[]
0	A picture caption on Saturday with an obituary about the actor Jack Palance misstated the year he received an Emmy for his portrayal of a boxer in Requiem for a Heavyweight		[]	[]	[]
1	A pioneer in the slowzombie movement think of him as the Alice Waters of contemporary horror Mr Romero has not joined the recent fad for zippy corpses as seen in both 28 Days Later and the remake of Dawn of the Dead	A pioneer in the slowzombie movement think of |him| as the *Alice Waters* of /contemporary horror/ Mr Romero has not joined the recent fad for zippy corpses as seen in both 28 Days Later and the remake of Dawn of the Dead	['Alice Waters']	['contemporary horror']	['him']
1	A pioneer of the Off Off Broadway experimental theater movement in the 1960s Mr Eyen was called the Neil Simon of Off Off Broadway at one point when he had four plays running simultaneously	A pioneer of the Off Off Broadway experimental theater movement in the 1960s |Mr Eyen| was called the *Neil Simon* of /Off Off Broadway/ at one point when he had four plays running simultaneously	['Neil Simon']	['Off Off Broadway']	['Mr Eyen']
1	A poster headed Two Jewish Scribblers a denunciation of Schreker and Ernst Toch called Schreker the Magnus Hirschfeld of opera composers referring to a famous psychiatrist of the day and declared contemptuously that there was no sexualpathological aberration he would not have set to music	A poster headed Two Jewish Scribblers a denunciation of Schreker and Ernst Toch called |Schreker| the *Magnus Hirschfeld* of /opera composers/ referring to a famous psychiatrist of the day and declared contemptuously that there was no sexualpathological aberration he would not have set to music	['Magnus Hirschfeld']	['opera composers']	['Schreker']
1	A prolific writer of prose and poetry he has also been called by literary critics the Studs Terkel of Sicily  although Mr Dolci was the first of the two to chronicle the lives of workers	A prolific writer of prose and poetry |he| has also been called by literary critics the *Studs Terkel* of /Sicily/  although Mr Dolci was the first of the two to chronicle the lives of workers	['Studs Terkel']	['Sicily']	['he']
1	A prominent journalist is the Bob Costas of literary criticism a fan	|A prominent journalist| is the *Bob Costas* of /literary criticism/ a fan	['Bob Costas']	['literary criticism']	['A prominent journalist']
1	A provocative spirited collection  his best so far  by the Stan Musial of essay writing	A provocative spirited collection  his best so far  by the *Stan Musial* of /essay writing/	['Stan Musial']	['essay writing']	[]
1	A quiet 43yearold computer consultant who has been called the Michael Jordan of game shows Pawlowicz pronounced paVLOvich never lost a match while steamrolling to the title of the 1992 Jeopardy	A quiet 43yearold computer consultant who has been called the *Michael Jordan* of /game shows/ |Pawlowicz| pronounced paVLOvich never lost a match while steamrolling to the title of the 1992 Jeopardy	['Michael Jordan']	['game shows']	['Pawlowicz']
0	A recent check found a onebedroom in the Marais for 3430 a month		[]	[]	[]
1	A recent editorial in The Hindustan Times one of the countrys most influential newspapers described Mr Seshan as the Fuhrer of the Indian poll Reich  for his habit of issuing directives that his critics say reach far beyond election statutes	A recent editorial in The Hindustan Times one of the countrys most influential newspapers described |Mr Seshan| as the *Fuhrer* of /the Indian poll Reich/  for his habit of issuing directives that his critics say reach far beyond election statutes	['Fuhrer']	['the Indian poll Reich']	['Mr Seshan']
1	A recent historian has described Bald as the Boswell of the Lost Generation but Root disagrees In my opinion the Walter Winchell of the Lost Generation would have been more like it	A recent historian has described |Bald| as the Boswell of the Lost Generation but Root disagrees In my opinion the *Walter Winchell* of /the Lost Generation/ would have been more like it	['Walter Winchell']	['the Lost Generation']	['Bald']
1	A recent novel by Shobha De considered the Jackie Collins of India sold 44000 copies	A recent novel by |Shobha De| considered the *Jackie Collins* of /India/ sold 44000 copies	['Jackie Collins']	['India']	['Shobha De']
0	A relatively new category for reality shows resulted in an Emmy for the CBS show The Amazing Race		[]	[]	[]
0	A resident who identified himself just as Anthony S said he had lived at the Palmer for 10 years		[]	[]	[]
1	A screening of Off the Charts will be followed by NRBQ playing its favorite songpoems with the saxophonist Ellery Eskelin  son of Rodd Keith the Stravinsky of songpoem composers  and with the songpoem tunesmith David Fox	A screening of Off the Charts will be followed by NRBQ playing its favorite songpoems with the saxophonist Ellery Eskelin  son of |Rodd Keith| the *Stravinsky* of /songpoem composers/  and with the songpoem tunesmith David Fox	['Stravinsky']	['songpoem composers']	['Rodd Keith']
1	A seasoned foreign correspondent she often finds herself preceded by an eager James A Baker 3d then Secretary of State as she grills people like Askar Akaev the John F Kennedy of Central Asia an upbeat physicist who was elected President of what she sees as the only genuinely democratic new republic in the region mountainous Kyrgyzstan	A seasoned foreign correspondent she often finds herself preceded by an eager James A Baker 3d then Secretary of State as she grills people like |Askar Akaev| the *John F Kennedy* of /Central Asia/ an upbeat physicist who was elected President of what she sees as the only genuinely democratic new republic in the region mountainous Kyrgyzstan	['John F Kennedy']	['Central Asia']	['Askar Akaev']
